                  上证指数 (000001)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	 
 2004/09/03	1318.320	1360.750	1303.190	1327.120	         430543	   1349.688	   1397.726	   1549.011	   1535.717	           	      0.000	 430543.000	 429891.188	 483128.000	    -63.015	    -45.660	    -34.711	     10.592	     11.167	
 2004/09/10	1326.460	1326.870	1270.940	1287.080	         361739	   1329.000	   1383.495	   1542.243	   1533.735	           	      0.000	 361739.000	 396134.406	 465976.000	    -67.280	    -49.984	    -34.593	     10.130	     10.284	
 2004/09/17	1285.320	1415.640	1259.430	1414.700	        1085279	   1338.250	   1382.524	   1537.336	   1531.907	           	      0.000	1085279.000	 531827.188	 531163.188	    -59.675	    -51.922	    -15.505	     26.288	     15.669	
 2004/09/24	1423.970	1496.210	1408.610	1435.560	        1828036	   1357.012	   1385.178	   1532.487	   1530.131	           	      0.000	1828036.000	 815171.188	 651462.375	    -51.372	    -51.812	      0.880	     42.352	     26.257	
 2004/09/30	1452.510	1466.400	1390.680	1396.700	         638431	   1372.225	   1381.755	   1526.781	   1528.508	           	      0.000	 638431.000	 868806.375	 655489.625	    -47.381	    -50.926	      7.089	     50.273	     39.637	
 2004/10/08	1395.670	1423.200	1373.930	1422.930	         147134	   1391.387	   1381.159	   1519.245	   1526.954	           	      0.000	 147134.000	 812124.813	 621008.000	    -41.622	    -49.065	     14.886	     56.948	     49.858	
 2004/10/15	1424.220	1437.570	1312.550	1330.520	         899207	   1400.075	   1371.495	   1509.596	   1524.301	           	      0.000	 899207.063	 919616.000	 657875.188	    -44.008	    -48.054	      8.092	     51.886	     53.036	
 2004/10/22	1332.520	1361.810	1294.040	1329.350	         726661	   1383.012	   1365.495	   1498.055	   1521.394	           	      0.000	 726660.938	 847894.375	 689860.813	    -45.469	    -47.537	      4.136	     45.031	     51.289	
 2004/10/29	1337.250	1356.630	1289.870	1320.540	         973681	   1360.012	   1360.447	   1487.629	   1518.443	           	      0.000	 973680.938	 677024.000	 746097.625	    -46.798	    -47.389	      1.182	     38.512	     45.143	
 2004/11/05	1317.660	1338.260	1290.990	1305.130	         632149	   1341.700	   1353.880	   1477.129	   1515.871	           	      0.000	 632149.000	 675766.375	 772286.375	    -48.535	    -47.618	     -1.834	     32.079	     38.540	
 2004/11/12	1303.520	1379.860	1292.910	1352.220	         847307	   1327.550	   1352.630	   1467.055	   1513.872	           	      0.000	 847307.063	 815801.625	 813963.188	    -45.587	    -47.212	      3.250	     32.248	     34.279	
 2004/11/19	1354.480	1380.080	1350.520	1379.960	         699064	   1337.450	   1355.572	   1456.235	   1512.069	           	      0.000	 699064.000	 775772.813	 847694.375	    -40.544	    -45.878	     10.668	     35.144	     33.156	
 2004/11/26	1381.580	1387.340	1348.410	1356.730	         801546	   1342.912	   1358.346	   1445.136	   1510.301	           	      0.000	 801546.000	 790748.813	 819321.625	    -37.985	    -44.300	     12.630	     36.550	     34.647	
 2004/12/03	1354.570	1354.570	1324.550	1337.200	         598312	   1346.238	   1359.120	   1432.445	   1508.923	           	      0.000	 598312.000	 715673.625	 696348.813	    -37.104	    -42.860	     11.512	     35.776	     35.824	
 2004/12/10	1337.810	1352.450	1316.640	1317.720	         586661	   1348.762	   1361.481	   1420.399	   1508.244	           	      0.000	 586661.000	 706579.188	 691172.813	    -37.546	    -41.798	      8.504	     31.352	     34.560	
 2004/12/17	1312.600	1317.820	1288.240	1290.490	         492753	   1336.425	   1351.928	   1408.535	   1507.127	           	      0.000	 492753.000	 635667.188	 725734.375	    -39.636	    -41.365	      3.458	     22.976	     30.035	
 2004/12/24	1286.070	1308.590	1271.030	1285.040	         471641	   1317.425	   1340.346	   1398.226	   1505.732	           	      0.000	 471641.000	 590182.375	 682977.625	    -41.257	    -41.344	      0.174	     18.149	     24.159	
 2004/12/31	1285.410	1292.310	1264.150	1266.500	         444343	   1299.387	   1330.332	   1388.548	   1504.065	           	      0.000	 444343.000	 518742.406	 654745.625	    -43.535	    -41.782	     -3.507	     12.882	     18.001	
 2005/01/07	1260.780	1260.780	1234.240	1244.750	         355401	   1280.900	   1316.625	   1379.197	   1502.275	           	      0.000	 355401.000	 470160.000	 592916.813	    -46.559	    -42.737	     -7.644	     10.061	     13.697	
 2005/01/14	1243.580	1268.860	1236.090	1245.620	         424520	   1266.475	   1310.096	   1369.998	   1499.534	           	      0.000	 424520.000	 437731.188	 572155.188	    -48.328	    -43.856	     -8.946	      8.699	     10.547	
 2005/01/21	1235.570	1237.910	1189.210	1234.480	         593779	   1255.275	   1302.798	   1360.757	   1496.850	           	      0.000	 593779.000	 457936.000	 546801.625	    -50.053	    -45.095	     -9.915	     11.896	     10.219	
 2005/01/28	1258.020	1265.950	1208.860	1213.670	         592070	   1241.012	   1294.577	   1351.097	   1493.684	           	      0.000	 592070.000	 482022.406	 536102.375	    -52.493	    -46.575	    -11.837	     13.419	     11.337	
 2005/02/04	1210.760	1274.110	1187.260	1269.000	         791742	   1241.512	   1291.798	   1345.125	   1491.358	           	      0.000	 791742.000	 551500.813	 535121.625	    -49.393	    -47.138	     -4.510	     22.816	     16.043	
 2005/02/18	1276.020	1291.460	1258.560	1258.970	         384230	   1244.350	   1284.625	   1340.173	   1488.749	           	      0.000	 384230.000	 557270.375	 513715.188	    -47.202	    -47.151	     -0.101	     33.192	     23.142	
 2005/02/25	1259.530	1328.530	1259.510	1312.440	        1295889	   1257.713	   1279.428	   1337.566	   1486.342	           	      0.000	1295889.000	 731542.375	 584636.813	    -40.681	    -45.857	     10.351	     49.641	     35.217	
 2005/03/04	1311.440	1316.720	1276.880	1287.710	         853345	   1268.363	   1274.125	   1333.053	   1483.930	           	      0.000	 853344.938	 783456.000	 620696.000	    -37.082	    -44.102	     14.040	     59.119	     47.318	
 2005/03/11	1288.410	1326.080	1278.150	1289.940	         967542	   1283.613	   1270.490	   1328.914	   1481.494	           	      0.000	 967542.000	 858550.375	 670286.375	    -33.661	    -42.014	     16.705	     64.880	     57.880	
 2005/03/18	1288.980	1304.110	1223.610	1227.400	         887153	   1275.287	   1263.538	   1322.186	   1478.436	           	      0.000	 887152.938	 877632.000	 714566.375	    -35.587	    -40.729	     10.283	     57.203	     60.400	
 2005/03/25	1226.140	1232.820	1187.580	1205.630	         709656	   1264.625	   1257.010	   1316.252	   1475.432	           	      0.000	 709656.000	 942716.813	 749993.625	    -38.427	    -40.268	      3.683	     44.234	     55.439	
 2005/04/01	1204.850	1237.800	1162.030	1223.570	         801237	   1246.850	   1252.284	   1311.469	   1473.044	           	      0.000	 801236.938	 843785.625	 787664.000	    -38.782	    -39.971	      2.377	     39.174	     46.871	
 2005/04/08	1212.120	1249.200	1183.910	1248.520	        1017750	   1239.012	   1250.904	   1307.294	   1470.954	           	      0.000	1017750.000	 876665.625	 830060.813	    -36.629	    -39.303	      5.348	     41.102	     41.504	
 2005/04/15	1248.150	1254.320	1213.200	1216.960	         989535	   1224.412	   1248.764	   1302.838	   1468.879	           	      0.000	 989535.063	 881065.625	 869808.000	    -37.042	    -38.850	      3.617	     39.556	     39.944	
 2005/04/22	1212.390	1212.390	1163.400	1169.190	         730575	   1212.775	   1242.885	   1297.763	   1466.377	           	      0.000	 730575.063	 849750.375	 863691.188	    -40.754	    -39.231	     -3.046	     30.356	     37.004	
 2005/04/29	1166.340	1172.710	1135.730	1159.150	         884899	   1203.475	   1237.087	   1293.013	   1464.050	           	      0.000	 884899.063	 884796.813	 913756.813	    -43.999	    -40.185	     -7.628	     23.543	     31.151	
 2005/05/13	1160.620	1165.390	1093.280	1107.630	         770639	   1180.300	   1228.933	   1286.559	   1460.890	           	      0.000	 770639.063	 878678.375	 861232.000	    -50.149	    -42.178	    -15.943	     17.495	     23.798	
 2005/05/20	1105.400	1108.840	1082.140	1099.270	         617750	   1150.438	   1215.875	   1281.035	   1456.490	           	      0.000	 617750.000	 798681.625	 837673.625	    -55.064	    -44.755	    -20.618	     13.538	     18.191	
 2005/05/27	1095.310	1095.310	1050.060	1051.950	         623818	   1117.438	   1199.952	   1270.366	   1451.836	           	      0.000	 623818.000	 725536.000	 803300.813	    -62.061	    -48.216	    -27.690	      9.396	     13.477	
 2005/06/03	1049.720	1070.500	1000.520	1013.640	         647410	   1086.325	   1176.966	   1257.956	   1447.081	           	      0.000	 647410.000	 708902.375	 779326.375	    -69.892	    -52.551	    -34.682	      7.304	     10.078	
 2005/06/10	1010.380	1146.420	 998.230	1108.290	        1752172	   1076.162	   1163.163	   1249.474	   1442.876	           	      0.000	1752172.000	 882358.375	 883577.625	    -67.681	    -55.577	    -24.208	     15.699	     10.799	
 2005/06/17	1105.960	1119.680	1064.030	1085.610	        1007869	   1071.750	   1147.447	   1239.553	   1438.905	           	      0.000	1007868.938	 929804.813	 904241.625	    -66.986	    -57.859	    -18.255	     22.403	     15.135	
 2005/06/24	1087.850	1115.860	1073.410	1101.880	         907875	   1072.275	   1137.793	   1232.829	   1435.016	           	      0.000	 907875.063	 987827.188	 893254.375	    -64.381	    -59.163	    -10.435	     30.578	     22.895	
 2005/07/01	1108.460	1129.960	1053.630	1055.590	         945807	   1073.000	   1126.250	   1224.776	   1430.908	           	      0.000	 945807.063	1052227.250	 888881.625	    -65.299	    -60.391	     -9.816	     33.196	     28.727	
 2005/07/08	1050.240	1050.240	1015.400	1017.980	         598843	   1073.875	   1110.438	   1215.877	   1426.542	           	      0.000	 598843.000	1042515.188	 875708.813	    -68.274	    -61.967	    -12.613	     28.505	     30.759	
 2005/07/15	1026.790	1049.880	1004.080	1026.110	         841717	   1057.438	   1093.327	   1207.671	   1421.979	           	      0.000	 841716.938	 860422.375	 871390.375	    -69.178	    -63.409	    -11.537	     24.910	     28.870	
 2005/07/22	1023.380	1054.640	1004.660	1046.320	         854921	   1049.575	   1080.202	   1198.675	   1417.671	           	      0.000	 854920.938	 829833.625	 879819.188	    -67.486	    -64.225	     -6.522	     25.896	     26.438	
 2005/07/29	1045.270	1097.630	1040.590	1083.030	        1309147	   1045.800	   1073.572	   1189.939	   1413.863	           	      0.000	1309147.000	 910086.375	 948956.813	    -62.463	    -63.872	      2.819	     33.975	     28.260	
 2005/08/05	1082.800	1129.070	1081.120	1128.740	        1443160	   1060.438	   1071.236	   1183.235	   1410.411	           	      0.000	1443160.000	1009558.375	1030892.813	    -54.169	    -61.931	     15.526	     49.518	     36.464	
 2005/08/12	1131.800	1192.050	1130.580	1167.920	        1937954	   1090.425	   1075.870	   1178.257	   1407.377	           	      0.000	1937953.875	1277379.250	1159947.250	    -43.928	    -58.331	     28.806	     62.815	     48.768	
 2005/08/19	1167.030	1201.760	1132.860	1150.180	        2181965	   1115.238	   1079.788	   1173.329	   1404.381	           	      0.000	2181965.000	1545430.375	1202926.375	    -36.819	    -54.028	     34.419	     68.912	     60.415	
 2005/08/26	1148.970	1174.540	1139.240	1171.860	        1408131	   1140.338	   1089.010	   1169.838	   1401.934	           	      0.000	1408131.000	1656070.375	1242952.000	    -29.100	    -49.043	     39.885	     74.427	     68.717	
 2005/09/02	1172.000	1188.910	1140.100	1188.850	        1405419	   1161.512	   1102.490	   1167.011	   1399.638	           	      0.000	1405419.000	1675328.000	1292707.250	    -21.366	    -43.508	     44.283	     80.566	     74.635	
 2005/09/09	1189.060	1204.460	1168.580	1189.630	        1559211	   1173.688	   1108.745	   1164.750	   1397.342	           	      0.000	1559211.000	1698534.375	1354046.375	    -15.001	    -37.806	     45.611	     85.109	     80.034	
 2005/09/16	1189.750	1218.940	1181.430	1212.950	        1347202	   1182.688	   1118.538	   1163.814	   1395.274	           	      0.000	1347201.875	1580387.250	1428883.250	     -7.983	    -31.841	     47.718	     89.269	     84.982	
 2005/09/23	1213.490	1223.560	1147.190	1151.980	        1509119	   1183.050	   1122.394	   1161.061	   1392.703	           	      0.000	1509119.000	1445817.625	1495624.000	     -7.256	    -26.924	     39.336	     83.211	     85.863	
 2005/09/30	1150.930	1158.700	1129.050	1155.610	         867659	   1179.813	   1130.091	   1158.741	   1390.564	           	      0.000	 867659.063	1337721.625	1496896.000	     -6.315	    -22.803	     32.974	     73.968	     82.150	
 2005/10/14	1153.670	1165.670	1133.900	1139.550	         918462	   1169.950	   1139.442	   1156.561	   1388.786	           	      0.000	 918462.000	1240329.625	1457828.750	     -6.787	    -19.600	     25.624	     55.943	     71.040	
 2005/10/21	1138.380	1150.590	1119.380	1141.320	         986466	   1160.287	   1148.303	   1152.805	   1386.753	           	      0.000	 986466.000	1125782.375	1412158.375	     -6.939	    -17.067	     20.258	     42.716	     57.543	
 2005/10/28	1141.330	1143.460	1067.410	1080.870	         979457	   1133.875	   1150.962	   1147.568	   1384.498	           	      0.000	 979456.938	1052230.375	1316308.750	    -11.800	    -16.014	      8.427	     30.885	     43.181	
 2005/11/04	1079.040	1111.440	1074.300	1100.050	         950834	   1123.475	   1152.269	   1141.320	   1382.436	           	      0.000	 950834.000	 940576.000	1193196.750	    -13.945	    -15.600	      3.311	     25.432	     33.012	
 2005/11/11	1099.530	1117.060	1078.580	1090.190	        1023035	   1110.387	   1149.303	   1135.509	   1380.091	           	      0.000	1023035.063	 971648.000	1154684.750	    -16.252	    -15.731	     -1.044	     21.358	     25.891	
 2005/11/18	1089.560	1122.610	1075.430	1117.000	         829495	   1105.875	   1145.385	   1130.423	   1378.244	           	      0.000	 829495.063	 953856.000	1097092.750	    -15.737	    -15.732	     -0.010	     22.939	     23.243	
 2005/11/25	1117.780	1122.880	1093.950	1114.920	         882305	   1100.600	   1142.673	   1127.116	   1376.820	           	      0.000	 882304.938	 933024.000	1029403.188	    -15.319	    -15.649	      0.660	     25.206	     23.167	
 2005/12/02	1113.830	1119.340	1089.560	1094.290	         718863	   1103.287	   1136.712	   1123.842	   1374.803	           	      0.000	 718863.063	 880908.813	 966569.625	    -16.463	    -15.812	     -1.302	     26.310	     24.819	
 2005/12/09	1093.100	1114.580	1074.010	1113.480	         833573	   1105.988	   1130.913	   1120.605	   1372.267	           	      0.000	 833572.938	 857452.813	 899014.375	    -15.641	    -15.778	      0.274	     31.730	     27.749	
 2005/12/16	1115.750	1134.850	1106.750	1127.510	         836656	   1113.450	   1126.135	   1117.044	   1369.826	           	      0.000	 836656.000	 820179.188	 895913.625	    -13.699	    -15.362	      3.326	     43.216	     33.753	
 2005/12/23	1127.840	1144.940	1123.500	1144.870	         780575	   1119.025	   1120.899	   1114.925	   1367.361	           	      0.000	 780575.063	 810393.625	 882124.813	    -10.637	    -14.417	      7.560	     60.261	     45.069	
 2005/12/30	1145.770	1173.060	1145.340	1161.060	        1077417	   1128.250	   1121.596	   1114.686	   1364.931	           	      0.000	1077417.000	 849420.813	 891222.375	     -6.825	    -12.899	     12.147	     71.428	     58.301	
